,Sample.ID,SpeciesCode,Tree,Core,Terrace,Pygmy,Sample.ID.2,No.Tips,BlastID,Ectomycorrhizal,Trait.ForagingType,Trait.ForagingType.1,Trait.Hydrophobicity,Trait.Rhizomorphs,Trait.HostTree,SequencingNotes,X,X.1,X.2,Alt.ID,Alt.Seq.File,note,note.1,Hydrogen,OM.Pct,OM.lbsperA,Phos.Bray,Phos.Olsen,K,Mg,Ca,Na,Soil.pH,Buffer.Index.pH,CEC.meq,K.sat,Mg.sat,Ca.sat,H.sat,Na.sat,Nitrate,Sulfur
93,T4_8B,9,8,B,4,1,T08-B,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,10-4B_4B_Plate9_C03.ab1,,NA,NA,NA,,,NA,9.2,64,***,1,13,95,124,344,24,3.8,6.2,12.3,2,8.3,13.9,75,0.9,3,7
94,T4_8A,12,8,A,4,1,T08-A,1,Uncultured Agaricomycetes,y,,,,,,2-4E_GenPri_Plate1_C11_2.ab1,,NA,NA,NA,,,NA,6.8,20.7,443,1,14,102,129,163,28,3.8,6.4,9,2.9,11.7,9,75,1.3,1,9
95,T4_8B,34,8,B,4,1,T08-B,1,Uncultured Ascomycota (likely Oidiodendron),y,,,,,,10-4G_GenPri_Plate9_H03 consensus sequence,,NA,NA,NA,,,NA,9.2,64,***,1,13,95,124,344,24,3.8,6.2,12.3,2,8.3,13.9,75,0.9,3,7
96,T4_8B,34,8,B,4,1,T08-B,1,Uncultured Ascomycota (likely Oidiodendron),y,,,,,,10-4G_GenPri_Plate9_H03a.ab1,,NA,NA,NA,,,NA,9.2,64,***,1,13,95,124,344,24,3.8,6.2,12.3,2,8.3,13.9,75,0.9,3,7
97,T4_8A,96,8,A,4,1,T08-A,1,Uncultured Helotiales (91% match),y,,,,,,2-4H_GenPri,med qual,NA,NA,NA,,,NA,6.8,20.7,443,1,14,102,129,163,28,3.8,6.4,9,2.9,11.7,9,75,1.3,1,9
98,T4_9B,56,9,B,4,1,T09-B,1,Cortinarius vibratilis,y,mediumdistancefringe,,y,y,Pinus,7-6G_4B_Rnd2_2_G01_F_2.ab1,,NA,NA,NA,,,NA,6.6,17.2,374,1,30,75,82,485,20,4.3,6.4,9.9,1.9,6.8,24.4,66,0.9,1,7
99,T4_9B,56,9,B,4,1,T09-B,1,Cortinarius vibratilis (<97%),y,mediumdistancefringe,,y,y,Pinus,7-5F_4B,low qual,NA,NA,NA,,,NA,6.6,17.2,374,1,30,75,82,485,20,4.3,6.4,9.9,1.9,6.8,24.4,66,0.9,1,7
100,T4_9A,28,9,A,4,1,T09-A,1,Rhizopogon evadens,y,longdistance,mediumdistancesmooth,m,y,Pinus,2-12B_GenPri_Plate2_A06.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
101,T4_9B,9,9,B,4,1,T09-B,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,7-5A_GenPri_Plate6_B07.ab1,,NA,NA,NA,,,NA,6.6,17.2,374,1,30,75,82,485,20,4.3,6.4,9.9,1.9,6.8,24.4,66,0.9,1,7
102,T4_9B,9,9,B,4,1,T09-B,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,7-5C_GenPri,,NA,NA,NA,,,NA,6.6,17.2,374,1,30,75,82,485,20,4.3,6.4,9.9,1.9,6.8,24.4,66,0.9,1,7
103,T4_9A,14,9,A,4,1,T09-A,1,Uncultured Atheliaceae,y,,,,,,2-11A_4A_Rnd2_2_B10_F.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
104,T4_9B,148,9,B,4,1,T09-B,1,Uncultured ectomycorrhiza (<90%; poss. Dermocybe crocea),y,mediumdistancefringe,,y,y,Pinus,7-6A_GenPRi,low qual,NA,NA,NA,,,NA,6.6,17.2,374,1,30,75,82,485,20,4.3,6.4,9.9,1.9,6.8,24.4,66,0.9,1,7
105,T4_9A,18,9,A,4,1,T09-A,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,2-11C_4B_Rnd2_1_H06_F_2.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
106,T4_9A,18,9,A,4,1,T09-A,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,2-11E_4B_Plate2_D05a.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
107,T4_9A,18,9,A,4,1,T09-A,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,2-11F_GenPri_Plate2_E05.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
108,T4_9A,18,9,A,4,1,T09-A,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,2-11G_4A_Rnd2_2_C10_F_2.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
109,T4_9A,18,9,A,4,1,T09-A,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,2-11G_4B_Rnd2_2_E07_F_2.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
110,T4_9A,18,9,A,4,1,T09-A,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,2-11G_GenPri_Rnd2_1_D02_F.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
111,T4_9A,18,9,A,4,1,T09-A,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,2-11H_GenPri_Plate2_G05 consensus sequence,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
112,T4_9A,18,9,A,4,1,T09-A,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,2-12F_4B_Rnd2.ab1,,NA,NA,64,1-1D_GenPri_Plate1_D01_2.ab1,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
113,T4_9B,18,9,B,4,1,T09-B,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,7-5B_GenPri_Plate6_C07.ab1,,NA,NA,NA,,,NA,6.6,17.2,374,1,30,75,82,485,20,4.3,6.4,9.9,1.9,6.8,24.4,66,0.9,1,7
114,T4_9B,18,9,B,4,1,T09-B,1,Uncultured ectomycorrhiza (Dermocybe),y,mediumdistancefringe,,y,y,Pinus,7-6B_4B_Rnd2_2_C01_F_2.ab1,,NA,NA,NA,,,NA,6.6,17.2,374,1,30,75,82,485,20,4.3,6.4,9.9,1.9,6.8,24.4,66,0.9,1,7
115,T4_9A,32,9,A,4,1,T09-A,1,Uncultured fungus (Basidiomycota),y,,,,,,2-12D_GenPri_Plate2_C06.ab1,,NA,NA,NA,,,NA,5.5,8.5,200,1,21,49,58,254,15,4.1,6.5,7.5,1.7,6.4,17,74,0.9,1,3
116,T4_10A,4,10,A,4,1,T10-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,5-7A_GenPri_Plate4_H10.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
117,T4_10A,4,10,A,4,1,T10-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,5-7E_GenPri_Plate4_D11.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
118,T4_10A,4,10,A,4,1,T10-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,5-7F_GenPri_Plate4_E11.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
119,T4_10A,4,10,A,4,1,T10-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,5-7G_GenPri_Plate4_F11.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
120,T4_10A,4,10,A,4,1,T10-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,5-8B_4B_Rnd2_1_D09_F.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
121,T4_10A,4,10,A,4,1,T10-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,5-8D_GenPri_Plate4_B12.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
122,T4_10A,20,10,A,4,1,T10-A,1,Dermocybe cortinarius,y,mediumdistancefringe,,y,y,Pinus,5-7B_GenPri_Plate4_A11.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
123,T4_10A,20,10,A,4,1,T10-A,1,Dermocybe cortinarius,y,mediumdistancefringe,,y,y,Pinus,5-8F_GenPri_Plate4_D12.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
124,T4_10A,20,10,A,4,1,T10-A,1,Dermocybe cortinarius,y,mediumdistancefringe,,y,y,Pinus,5-8G_GenPri_Plate4_E12.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
125,T4_10B,37,10,B,4,1,T10-B,1,Phialocephala fortinii,y,,,,,,11-6A_GenPri_Plate10_D04align consensus sequence,,NA,NA,NA,,,NA,7.5,99,***,1,11,74,123,231,31,4,6.3,10,1.9,10.2,11.6,75,1.3,1,5
126,T4_10B,15,10,B,4,1,T10-B,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,11-5G_4B_Rnd2_2_G06_F_2.ab1,,NA,NA,NA,,,NA,7.5,99,***,1,11,74,123,231,31,4,6.3,10,1.9,10.2,11.6,75,1.3,1,5
127,T4_10B,14,10,B,4,1,T10-B,1,Uncultured Atheliaceae,y,,,,,,11-6E_4A_Rnd2_3_B12_F_2.ab1,,NA,NA,NA,,,NA,7.5,99,***,1,11,74,123,231,31,4,6.3,10,1.9,10.2,11.6,75,1.3,1,5
128,T4_10B,41,10,B,4,1,T10-B,1,Uncultured Cortinarius (likely acutus),y,mediumdistancefringe,,y,y,Pinus,11-6G_4B_Plate10_B05.ab1,,NA,NA,NA,,,NA,7.5,99,***,1,11,74,123,231,31,4,6.3,10,1.9,10.2,11.6,75,1.3,1,5
129,T4_10A,41,10,A,4,1,T10-A,1,Uncultured Cortinarius (likely acutus),y,mediumdistancefringe,,y,y,Pinus,5-8E_4B_Rnd2_1_H04_F.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
130,T4_10A,41,10,A,4,1,T10-A,1,Uncultured Cortinarius (likely acutus),y,mediumdistancefringe,,y,y,Pinus,5-8E_GenPri_Plate4_C12.ab1,,NA,NA,NA,,,NA,7.5,20.1,432,1,15,72,123,252,44,4.1,6.3,10.2,1.8,9.9,12.4,74,1.9,1,6
131,T4_11A,3,11,A,4,1,T11-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,1-3E_GenPri_Plate1_D03_2.ab1,,NA,NA,NA,,,NA,6.3,33.7,703,2,14,103,114,391,21,4.3,6.4,9.5,2.8,9.8,20.5,66,1,1,7
132,T4_11A,3,11,A,4,1,T11-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,1-3H_4A_Rnd2_2_B08_F.ab1,,NA,NA,NA,,,NA,6.3,33.7,703,2,14,103,114,391,21,4.3,6.4,9.5,2.8,9.8,20.5,66,1,1,7
133,T4_11A,3,11,A,4,1,T11-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,1-4A_GenPri_Plate1_A04.ab1,,NA,NA,NA,,,NA,6.3,33.7,703,2,14,103,114,391,21,4.3,6.4,9.5,2.8,9.8,20.5,66,1,1,7
134,T4_11A,3,11,A,4,1,T11-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,1-4B_GenPri_Plate1_H03.ab1,,NA,NA,NA,,,NA,6.3,33.7,703,2,14,103,114,391,21,4.3,6.4,9.5,2.8,9.8,20.5,66,1,1,7
135,T4_11A,3,11,A,4,1,T11-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,1-4C_GenPri_Plate1_B04.ab1,,NA,NA,NA,,,NA,6.3,33.7,703,2,14,103,114,391,21,4.3,6.4,9.5,2.8,9.8,20.5,66,1,1,7
136,T4_11A,3,11,A,4,1,T11-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,1-4H_GenPri_Plate1_F04.ab1,,NA,NA,NA,,,NA,6.3,33.7,703,2,14,103,114,391,21,4.3,6.4,9.5,2.8,9.8,20.5,66,1,1,7
137,T4_11B,3,11,B,4,1,T11-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,10-11H_GenPri_Plate9_F10.ab1,,NA,NA,NA,,,NA,15.9,19.7,424,1,17,128,154,778,22,4.1,5.7,21.4,1.5,5.9,18.1,74,0.4,1,11
138,T4_11B,3,11,B,4,1,T11-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,10-12G_4A_Rnd2_3_A11_F_2.ab1,,NA,NA,NA,,,NA,15.9,19.7,424,1,17,128,154,778,22,4.1,5.7,21.4,1.5,5.9,18.1,74,0.4,1,11
139,T4_11A,71,11,A,4,1,T11-A,1,Hygrophorus erubescens,y,mediumdistancefringe,shortdistance,n,m,Picea,1-4D_GenPri,,NA,NA,NA,,,NA,6.3,33.7,703,2,14,103,114,391,21,4.3,6.4,9.5,2.8,9.8,20.5,66,1,1,7
140,T4_11B,65,11,B,4,1,T11-B,1,Uncultured Atheliaceae,y,,,,,,10-12B_GenPri_Plate9_H10.ab1,,NA,NA,NA,,,NA,15.9,19.7,424,1,17,128,154,778,22,4.1,5.7,21.4,1.5,5.9,18.1,74,0.4,1,11
141,T4_11B,47,11,B,4,1,T11-B,1,Uncultured fungus (JN889939),y,,,,,,10-11B_4B_Plate9_H09.ab1,,NA,NA,NA,,,NA,15.9,19.7,424,1,17,128,154,778,22,4.1,5.7,21.4,1.5,5.9,18.1,74,0.4,1,11
142,T4_11B,47,11,B,4,1,T11-B,1,Uncultured fungus (JN889939),y,,,,,,10-12A_4B_Plate9_G10.ab1,,NA,NA,NA,,,NA,15.9,19.7,424,1,17,128,154,778,22,4.1,5.7,21.4,1.5,5.9,18.1,74,0.4,1,11
143,T4_12A,3,12,A,4,1,T12-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,3-3H_GenPri_Plate2_D09a.ab1,,NA,NA,NA,,,NA,9.8,31.7,663,1,13,100,145,320,49,3.9,6.2,13,2,9.2,12.2,75,1.6,1,8
144,T4_12A,3,12,A,4,1,T12-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,3-4B_GenPri_Plate2_F09.ab1,,NA,NA,NA,,,NA,9.8,31.7,663,1,13,100,145,320,49,3.9,6.2,13,2,9.2,12.2,75,1.6,1,8
145,T4_12A,4,12,A,4,1,T12-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-4A_4B_Plate2_E09.ab1,,NA,NA,NA,,,NA,9.8,31.7,663,1,13,100,145,320,49,3.9,6.2,13,2,9.2,12.2,75,1.6,1,8
146,T4_12A,4,12,A,4,1,T12-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-4G_4B_Plate2_C10a.ab1,,NA,NA,NA,,,NA,9.8,31.7,663,1,13,100,145,320,49,3.9,6.2,13,2,9.2,12.2,75,1.6,1,8
147,T4_12A,4,12,A,4,1,T12-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-4H_4B_Plate2_D10.ab1,,NA,NA,NA,,,NA,9.8,31.7,663,1,13,100,145,320,49,3.9,6.2,13,2,9.2,12.2,75,1.6,1,8
148,T4_12B,20,12,B,4,1,T12-B,1,Dermocybe cortinarius,y,mediumdistancefringe,,y,y,Pinus,9-9F_GenPri_Plate8_C09.ab1,,NA,NA,NA,,,NA,14.5,78.5,***,2,53,142,263,372,103,3.9,5.8,19.3,1.9,11.2,9.6,75,2.3,1,17
149,T4_12A,51,12,A,4,1,T12-A,1,Oidiodendron pilicola,y,,,,,,3-4C_GenPri_Plate2_G09a.ab1,,NA,NA,NA,,,NA,9.8,31.7,663,1,13,100,145,320,49,3.9,6.2,13,2,9.2,12.2,75,1.6,1,8
150,T4_12A,28,12,A,4,1,T12-A,1,Rhizopogon evadens,y,longdistance,mediumdistancesmooth,m,y,Pinus,3-3F_GenPri_Plate2_B09a.ab1,,NA,NA,NA,,,NA,9.8,31.7,663,1,13,100,145,320,49,3.9,6.2,13,2,9.2,12.2,75,1.6,1,8
151,T4_12B,15,12,B,4,1,T12-B,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,9-9E_4B_Plate8_B09.ab1,,NA,NA,NA,,,NA,14.5,78.5,***,2,53,142,263,372,103,3.9,5.8,19.3,1.9,11.2,9.6,75,2.3,1,17
152,T4_12B,93,12,B,4,1,T12-B,1,Sistotrema muscicola (90% match),y,mediumdistancefringe,,,y,Castanea,9-9H_GenPri,,NA,NA,NA,,,NA,14.5,78.5,***,2,53,142,263,372,103,3.9,5.8,19.3,1.9,11.2,9.6,75,2.3,1,17
153,T4_12B,41,12,B,4,1,T12-B,1,Uncultured Cortinarius (likely acutus),y,mediumdistancefringe,,y,y,Pinus,9-9G_GenPri_Plate8_D09.ab1,,NA,NA,NA,,,NA,14.5,78.5,***,2,53,142,263,372,103,3.9,5.8,19.3,1.9,11.2,9.6,75,2.3,1,17
154,T4_13A,3,13,A,4,1,T13-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,2-9F_GenPri_Plate2_G03.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
155,T4_13B,3,13,B,4,1,T13-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,8-11C_GenPri_Plate7_G11.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
156,T4_13B,45,13,B,4,1,T13-B,1,Cortinarius acutovelatus (or pseudoduracinus),y,mediumdistancefringe,,y,y,Pinus,8-11F_4B_Plate7_B12.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
157,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-10A_GenPri_Plate2_B04.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
158,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-10D_GenPri_Plate2_C04.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
159,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-10E_GenPri_Plate2_D04.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
160,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-10F_4B_Rnd2_1_G06_F_2.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
161,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-10G_GenPri_Plate2_F04.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
162,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-10H_GenPri_Plate2_G04a.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
163,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-9B_GenPri_Plate2_D03a.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
164,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-9C_4B_Plate2_E03a.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
165,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-9G_GenPri_Plate2_H03.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
166,T4_13A,4,13,A,4,1,T13-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,2-9H_4B_Rnd2_1_F06_F_2.ab1,,NA,NA,34,7-4H_GenPri_Plate6_A07.ab1,low quality,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
167,T4_13B,7,13,B,4,1,T13-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-11B_GenPri_Plate7_F11.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
168,T4_13B,7,13,B,4,1,T13-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-12D_GenPri_Plate8_B01.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
169,T4_13B,7,13,B,4,1,T13-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-12G_4B_Plate8_C01.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
170,T4_13B,56,13,B,4,1,T13-B,1,Cortinarius vibratilis,y,mediumdistancefringe,,y,y,Pinus,8-11A_GenPri_Plate7_E11.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
171,T4_13B,150,13,B,4,1,T13-B,1,Hydnum rufescens,y,mediumdistancefringe,,,y,Picea,8-11E_GenPri,low qual,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
172,T4_13B,39,13,B,4,1,T13-B,1,Meliniomyces variabilis,y,,,,,,8-11G_4A,low qual,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
173,T4_13B,39,13,B,4,1,T13-B,1,Meliniomyces variabilis,y,,,,,,8-12F_GenPri_Rnd2.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
174,T4_13B,5,13,B,4,1,T13-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,8-12A_GenPri_Plate7_E12.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
175,T4_13B,6,13,B,4,1,T13-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,8-12C_4B_Rnd2_2_B04_F_2.ab1,,NA,NA,NA,,,NA,6.1,24.2,515,4,10,77,88,210,14,4,6.4,8.1,2.4,9,12.9,75,0.7,1,6
176,T4_13A,35,13,A,4,1,T13-A,1,Uncultured Leotiomycetes/Ascomycota/Pezizomycotina/Helotiales/Sordariomycetes,y,,,,,,2-9D_GenPri_Plate2_F03.ab1,,NA,NA,NA,,,NA,4.5,3.4,99,5,14,67,65,145,15,4,6.5,6,2.8,9,12.1,75,1.1,1,8
177,T3_14A,3,14,A,3,1,T14-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,3-2A_4A_Rnd2_2_E10_F.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
178,T3_14B,3,14,B,3,1,T14-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,8-5B_GenPri_Plate7_D06.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
179,T3_14B,3,14,B,3,1,T14-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,8-6B_GenPri_Rnd2.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
180,T3_14A,4,14,A,3,1,T14-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-1B_GenPri_Plate2_A07a.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
181,T3_14A,4,14,A,3,1,T14-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-1C_GenPri_Plate2_B07a.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
182,T3_14A,4,14,A,3,1,T14-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-2G_4B_Plate2_D08a.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
183,T3_14A,7,14,A,3,1,T14-A,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,3-1D_GenPri_Plate2_C07.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
184,T3_14B,154,14,B,3,1,T14-B,1,Dermocybe crocea/cinnamomeolutea (<85%),y,mediumdistancefringe,,y,y,Pinus,8-6D_GenPri,low qual,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
